City|State|Zipcode|Latitude|Longitude
Chicago|IL|60162|41.8772|-87.9060
Chicago|IL|60163|41.8878|-87.9112
Chicago|IL|60164|41.9290|-87.9062
Chicago|IL|60165|41.9033|-87.8811
Chicago|IL|60168|42.0281|-88.0907
Chicago|IL|60169|42.0405|-88.0946
Chicago|IL|60170|42.0275|-88.4202
Chicago|IL|60171|41.9297|-87.8325
Chicago|IL|60172|41.9948|-88.0626
Chicago|IL|60173|42.0743|-88.0547
Chicago|IL|60174|41.9096|-88.3322
Chicago|IL|60175|41.9314|-88.3971
Chicago|IL|60176|41.9654|-87.8660
Chicago|IL|60177|41.9989|-88.3154
Chicago|IL|60179|42.0802|-88.2235
Chicago|IL|60181|41.8560|-87.9786
Chicago|IL|60183|41.9381|-88.4050
Chicago|IL|60184|41.9441|-88.2872
Chicago|IL|60185|41.8819|-88.2745
Chicago|IL|60186|41.8792|-88.2260
Chicago|IL|60187|41.8666|-88.1080
Chicago|IL|60188|41.8940|-88.0966
Chicago|IL|60189|41.8367|-88.0893
Chicago|IL|60190|41.8711|-88.1572
Chicago|IL|60191|41.9643|-87.9772
Chicago|IL|60192|42.1032|-88.1155
Chicago|IL|60193|42.0214|-88.0480
Chicago|IL|60194|42.0415|-88.1314
Chicago|IL|60195|42.0542|-88.0836
Chicago|IL|60196|42.0698|-88.0486
Chicago|IL|60197|41.9161|-88.1206
Chicago|IL|60199|41.9167|-88.1072
Chicago|IL|60201|42.0483|-87.6836
Chicago|IL|60202|42.0292|-87.6782
Chicago|IL|60203|42.0484|-87.7165
Chicago|IL|60204|42.0472|-87.6870
Chicago|IL|60208|42.0543|-87.6740
Chicago|IL|60209|42.0428|-87.6895
Chicago|IL|60290|41.8813|-87.6709
Chicago|IL|60301|41.8874|-87.7991
Chicago|IL|60302|41.8862|-87.7990
Chicago|IL|60303|41.8883|-87.7974
Chicago|IL|60304|41.8724|-87.7806
Chicago|IL|60305|41.8905|-87.8117
Chicago|IL|60399|41.9875|-87.9797
Chicago|IL|60402|41.8538|-87.7906
Chicago|IL|60403|41.5573|-88.1066
Chicago|IL|60406|41.6625|-87.6828
Chicago|IL|60409|41.6262|-87.5686
Chicago|IL|60411|41.5000|-87.6401
Chicago|IL|60412|41.5068|-87.6340
Chicago|IL|60415|41.6992|-87.7670
Chicago|IL|60417|41.4425|-87.6309
Chicago|IL|60419|41.6252|-87.5873
Chicago|IL|60422|41.5440|-87.6790
Chicago|IL|60423|41.4700|-87.7857
Chicago|IL|60425|41.5555|-87.6336
Chicago|IL|60426|41.6082|-87.6509
Chicago|IL|60428|41.5952|-87.6968
Chicago|IL|60429|41.5736|-87.6915
Chicago|IL|60430|41.5574|-87.6667
Chicago|IL|60431|41.5000|-88.1686
Chicago|IL|60432|41.5296|-88.0781
Chicago|IL|60433|41.5172|-88.0709
Chicago|IL|60434|41.5151|-88.1315
Chicago|IL|60435|41.5299|-88.1370
Chicago|IL|60436|41.5181|-88.0982
Chicago|IL|60438|41.5638|-87.5582
Chicago|IL|60439|41.6411|-88.0093
Chicago|IL|60440|41.7056|-88.0899
Chicago|IL|60441|41.5830|-88.0552
Chicago|IL|60443|41.5031|-87.7176
Chicago|IL|60445|41.6411|-87.7458
Chicago|IL|60446|41.6169|-88.1330
Chicago|IL|60448|41.5337|-87.8923
Chicago|IL|60449|41.4699|-87.7622
Chicago|IL|60451|41.5097|-87.9728
Chicago|IL|60452|41.6090|-87.7615
Chicago|IL|60453|41.6984|-87.7373
Chicago|IL|60454|41.7243|-87.7408
Chicago|IL|60455|41.7281|-87.8015
Chicago|IL|60456|41.7315|-87.7333
Chicago|IL|60457|41.7256|-87.8200
Chicago|IL|60458|41.7418|-87.8268
Chicago|IL|60459|41.7446|-87.7839
Chicago|IL|60461|41.5199|-87.7029
Chicago|IL|60462|41.6157|-87.8601
Chicago|IL|60463|41.6548|-87.8091
Chicago|IL|60464|41.6555|-87.8654
Chicago|IL|60465|41.6895|-87.8202
Chicago|IL|60466|41.4660|-87.6949
Chicago|IL|60467|41.6373|-87.9179
Chicago|IL|60469|41.6283|-87.6847
Chicago|IL|60471|41.4836|-87.7092
Chicago|IL|60472|41.6420|-87.7033
Chicago|IL|60473|41.5979|-87.6033
Chicago|IL|60475|41.4723|-87.6331
Chicago|IL|60476|41.5718|-87.6078
Chicago|IL|60477|41.5595|-87.7770
Chicago|IL|60478|41.5456|-87.7202
Chicago|IL|60480|41.7382|-87.8609
Chicago|IL|60482|41.6919|-87.7977
Chicago|IL|60484|41.4433|-87.6813
Chicago|IL|60487|41.5966|-87.8402
Chicago|IL|60490|41.6968|-88.1376
Chicago|IL|60491|41.6242|-87.9197
Chicago|IL|60499|41.7568|-87.7944
Chicago|IL|60501|41.7815|-87.8077
Chicago|IL|60502|41.8163|-88.2746
Chicago|IL|60503|41.7160|-88.2676
Chicago|IL|60504|41.7386|-88.2712
Chicago|IL|60505|41.7524|-88.3087
Chicago|IL|60506|41.7663|-88.3629
Chicago|IL|60507|41.7647|-88.3068
Chicago|IL|60510|41.8522|-88.3088
Chicago|IL|60513|41.8125|-87.8464
Chicago|IL|60514|41.7903|-87.9536
Chicago|IL|60515|41.7953|-88.0067
Chicago|IL|60516|41.7729|-88.0315
Chicago|IL|60517|41.7429|-88.0403
Chicago|IL|60519|41.7756|-88.2429
Chicago|IL|60521|41.7958|-87.9139
Chicago|IL|60522|41.8038|-87.9268
Chicago|IL|60523|41.8513|-87.9252
Chicago|IL|60525|41.8136|-87.8742
Chicago|IL|60526|41.8270|-87.8681
Chicago|IL|60527|41.7568|-87.9116
Chicago|IL|60532|41.7825|-88.0854
Chicago|IL|60534|41.8134|-87.8192
Chicago|IL|60538|41.7167|-88.3275
Chicago|IL|60539|41.8240|-88.3334
Chicago|IL|60540|41.7730|-88.1445
Chicago|IL|60542|41.8078|-88.3224
Chicago|IL|60543|41.6801|-88.3521
Chicago|IL|60544|41.6086|-88.2020
Chicago|IL|60546|41.8322|-87.8207
Chicago|IL|60555|41.8286|-88.1997
Chicago|IL|60558|41.8064|-87.8975
Chicago|IL|60559|41.7779|-87.9781
Chicago|IL|60561|41.7481|-87.9680
Chicago|IL|60563|41.7854|-88.2044
Chicago|IL|60564|41.7319|-88.2016
Chicago|IL|60565|41.7243|-88.1291
Chicago|IL|60566|41.7748|-88.1481
Chicago|IL|60567|41.7515|-88.1823
Chicago|IL|60568|41.8068|-88.2537
Chicago|IL|60572|41.8068|-88.2537
Chicago|IL|60585|41.6578|-88.2015
Chicago|IL|60586|41.5717|-88.2489
Chicago|IL|60598|41.7625|-88.2221
Chicago|IL|60599|41.7625|-88.2221
Chicago|IL|60601|41.8862|-87.6182
Chicago|IL|60602|41.8824|-87.6270
Chicago|IL|60603|41.8803|-87.6269
Chicago|IL|60604|41.8779|-87.6313
Chicago|IL|60605|41.8684|-87.6264
Chicago|IL|60606|41.8817|-87.6372
Chicago|IL|60607|41.8800|-87.6548
Chicago|IL|60608|41.8597|-87.6533
Chicago|IL|60609|41.8084|-87.6688
Chicago|IL|60610|41.9041|-87.6313
Chicago|IL|60611|41.8956|-87.6230
Chicago|IL|60612|41.8786|-87.6743
Chicago|IL|60613|41.9545|-87.6503
Chicago|IL|60614|41.9252|-87.6429
Chicago|IL|60615|41.7998|-87.5884
Chicago|IL|60616|41.8554|-87.6292
Chicago|IL|60617|41.7330|-87.5495
Chicago|IL|60618|41.9556|-87.7058
Chicago|IL|60619|41.7477|-87.6060
Chicago|IL|60620|41.7487|-87.6632
Chicago|IL|60621|41.7728|-87.6350
Chicago|IL|60622|41.9042|-87.6741
Chicago|IL|60623|41.8588|-87.7158
Chicago|IL|60624|41.8729|-87.7158
Chicago|IL|60625|41.9757|-87.6943
Chicago|IL|60626|42.0064|-87.6674
Chicago|IL|60628|41.6928|-87.6172
Chicago|IL|60629|41.7774|-87.6966
Chicago|IL|60630|41.9682|-87.7651
Chicago|IL|60631|41.9953|-87.8101
Chicago|IL|60632|41.8145|-87.7030
Chicago|IL|60633|41.6507|-87.5468
Chicago|IL|60634|41.9386|-87.7880
Chicago|IL|60636|41.7742|-87.6614
Chicago|IL|60637|41.7840|-87.6155
Chicago|IL|60638|41.7796|-87.7848
Chicago|IL|60639|41.9240|-87.7538
Chicago|IL|60640|41.9685|-87.6566
Chicago|IL|60641|41.9534|-87.7323
Chicago|IL|60642|41.8960|-87.6606
Chicago|IL|60643|41.6971|-87.6715
Chicago|IL|60644|41.8851|-87.7671
Chicago|IL|60645|42.0126|-87.6859
Chicago|IL|60646|41.9900|-87.7826
Chicago|IL|60647|41.9174|-87.6840
Chicago|IL|60649|41.7591|-87.5618
Chicago|IL|60651|41.9029|-87.7140
Chicago|IL|60652|41.7492|-87.7267
Chicago|IL|60653|41.8149|-87.6185
Chicago|IL|60654|41.8921|-87.6351
Chicago|IL|60655|41.6955|-87.6852
Chicago|IL|60656|41.9750|-87.8401
Chicago|IL|60657|41.9399|-87.6465
Chicago|IL|60659|41.9936|-87.6955
Chicago|IL|60660|41.9901|-87.6607
Chicago|IL|60661|41.8828|-87.6449
Chicago|IL|60664|41.8843|-87.6325
Chicago|IL|60666|41.9602|-87.9073
Chicago|IL|60668|41.8843|-87.6325
Chicago|IL|60669|41.8743|-87.6379
Chicago|IL|60670|41.8808|-87.6299
Chicago|IL|60673|41.8843|-87.6325
Chicago|IL|60674|41.6840|-87.7010
Chicago|IL|60675|41.8843|-87.6325
Chicago|IL|60677|41.8843|-87.6325
Chicago|IL|60678|41.5589|-87.7820
Chicago|IL|60680|41.8843|-87.6325
Chicago|IL|60681|41.8853|-87.6215
Chicago|IL|60682|41.8843|-87.6325
Chicago|IL|60684|41.8843|-87.6325
Chicago|IL|60685|41.8843|-87.6325
Chicago|IL|60686|41.8843|-87.6325
Chicago|IL|60687|41.8843|-87.6325
Chicago|IL|60688|41.9530|-87.9087
Chicago|IL|60689|41.8843|-87.6325
Chicago|IL|60690|41.8790|-87.6306
Chicago|IL|60691|41.8843|-87.6325
Chicago|IL|60693|41.8843|-87.6325
Chicago|IL|60694|41.8843|-87.6325
Chicago|IL|60695|41.8843|-87.6325
Chicago|IL|60696|41.8843|-87.6325
Chicago|IL|60697|41.8843|-87.6325
Chicago|IL|60699|41.8728|-87.6396
Chicago|IL|60701|41.9525|-87.9070
Chicago|IL|60706|41.9641|-87.8087
Chicago|IL|60707|41.9237|-87.8098
Chicago|IL|60712|42.0080|-87.7438
Chicago|IL|60714|42.0451|-87.8289
Chicago|IL|60803|41.6736|-87.7168
Chicago|IL|60804|41.8509|-87.7588
Chicago|IL|60805|41.7201|-87.7009
Chicago|IL|60827|41.6530|-87.6012
Chico|CA|95926|39.7347|-121.8548
Chico|CA|95928|39.7251|-121.8383
Chico|CA|95973|39.8916|-121.9192
Cincinnati|OH|45005|39.5596|-84.3041
Cincinnati|OH|45011|39.3985|-84.5566
Cincinnati|OH|45013|39.2876|-84.6951
Cincinnati|OH|45014|39.3120|-84.4966
Cincinnati|OH|45015|39.3698|-84.5553
Cincinnati|OH|45030|39.2597|-84.8146
Cincinnati|OH|45034|39.3596|-84.2494
Cincinnati|OH|45036|39.4329|-84.2080
Cincinnati|OH|45039|39.3282|-84.2760
Cincinnati|OH|45040|39.3147|-84.3205
Cincinnati|OH|45044|39.4986|-84.3687
Cincinnati|OH|45050|39.4377|-84.3338
Cincinnati|OH|45052|39.1609|-84.8058
Cincinnati|OH|45053|39.3499|-84.7614
Cincinnati|OH|45054|39.4214|-84.0333
Cincinnati|OH|45056|39.5059|-84.7424
Cincinnati|OH|45064|39.5593|-84.6381
Cincinnati|OH|45065|39.3708|-84.2132
Cincinnati|OH|45066|39.5858|-84.2170
Cincinnati|OH|45067|39.4782|-84.4536
Cincinnati|OH|45068|39.5365|-84.0889
Cincinnati|OH|45069|39.3491|-84.3995
Cincinnati|OH|45102|39.0234|-84.2184
Cincinnati|OH|45103|39.0825|-84.2476
Cincinnati|OH|45106|38.9946|-83.9358
Cincinnati|OH|45107|39.2307|-83.9842
Cincinnati|OH|45111|39.1972|-84.2890
Cincinnati|OH|45113|39.3997|-83.9827
Cincinnati|OH|45122|39.2305|-84.1674
Cincinnati|OH|45140|39.2986|-84.2840
Cincinnati|OH|45150|39.1733|-84.2898
Cincinnati|OH|45152|39.3533|-84.1318
Cincinnati|OH|45157|38.9531|-84.2813
Cincinnati|OH|45160|39.1230|-84.1343
Cincinnati|OH|45162|39.2326|-84.0454
Cincinnati|OH|45001|39.1393|-84.7145
Cincinnati|OH|45002|39.1619|-84.7485
Cincinnati|OH|45174|39.1610|-84.3093
Cincinnati|OH|45176|39.0555|-84.0561
Cincinnati|OH|45202|39.1037|-84.5127
Cincinnati|OH|45203|39.1022|-84.5260
Cincinnati|OH|45204|39.1122|-84.5564
Cincinnati|OH|45205|39.1113|-84.5706
Cincinnati|OH|45206|39.1250|-84.4891
Cincinnati|OH|45207|39.1419|-84.4735
Cincinnati|OH|45208|39.1403|-84.4464
Cincinnati|OH|45209|39.1497|-84.4353
Cincinnati|OH|45211|39.1583|-84.6082
Cincinnati|OH|45212|39.1570|-84.4620
Cincinnati|OH|45213|39.1829|-84.4145
Cincinnati|OH|45214|39.1167|-84.5290
Cincinnati|OH|45215|39.2268|-84.4387
Cincinnati|OH|45216|39.1895|-84.4840
Cincinnati|OH|45217|39.1653|-84.4955
Cincinnati|OH|45218|39.2692|-84.5168
Cincinnati|OH|45219|39.1278|-84.5089
Cincinnati|OH|45220|39.1408|-84.5244
Cincinnati|OH|45221|39.1319|-84.5171
Cincinnati|OH|45223|39.1637|-84.5435
Cincinnati|OH|45224|39.2013|-84.5486
Cincinnati|OH|45225|39.1458|-84.5634
Cincinnati|OH|45226|39.1185|-84.4350
Cincinnati|OH|45227|39.1570|-84.3966
Cincinnati|OH|45228|39.0687|-84.4216
Cincinnati|OH|45229|39.1447|-84.4931
Cincinnati|OH|45230|39.0913|-84.3871
Cincinnati|OH|45231|39.2335|-84.5519
Cincinnati|OH|45232|39.1758|-84.5157
Cincinnati|OH|45233|39.1088|-84.6416
Cincinnati|OH|45236|39.2066|-84.3798
Cincinnati|OH|45237|39.1979|-84.4581
Cincinnati|OH|45238|39.1314|-84.5949
Cincinnati|OH|45239|39.2063|-84.5813
Cincinnati|OH|45240|39.2775|-84.5018
Cincinnati|OH|45241|39.2905|-84.3952
Cincinnati|OH|45242|39.2278|-84.3770
Cincinnati|OH|45243|39.1912|-84.3668
Cincinnati|OH|45244|39.1245|-84.3558
Cincinnati|OH|45245|39.0645|-84.2825
Cincinnati|OH|45246|39.2811|-84.4792
Cincinnati|OH|45247|39.1922|-84.6053
Cincinnati|OH|45248|39.1878|-84.6645
Cincinnati|OH|45249|39.2985|-84.3039
Cincinnati|OH|45251|39.2466|-84.5893
Cincinnati|OH|45252|39.2584|-84.6120
Cincinnati|OH|45255|39.0708|-84.3069
City of La Grande|OR|97850|45.3240|-118.0983
City of Maricopa|AZ|85139|33.0597|-112.2323
Claremont|NH|03257|43.4224|-71.9982
Claremont|NH|03280|43.1763|-72.0961
Claremont|NH|03284|43.4923|-72.0474
Claremont|NH|03603|43.2358|-72.4230
Claremont|NH|03605|43.2244|-72.2113
Claremont|NH|03607|43.1917|-72.2337
Claremont|NH|03743|43.3740|-72.3405
Claremont|NH|03745|43.4626|-72.3006
Claremont|NH|03752|43.3119|-72.1315
Claremont|NH|03753|43.4896|-72.1401
Claremont|NH|03770|43.5386|-72.2691
Claremont|NH|03773|43.3653|-72.1726
Claremont|NH|03781|43.5312|-72.3362
Claremont|NH|03782|43.3870|-72.0854
Clarksboro|NJ|08032|39.7824|-75.0655
Clarksboro|NJ|08027|39.8242|-75.2879
Clarksboro|NJ|08028|39.7064|-75.1099
Clarksboro|NJ|08020|39.8008|-75.2221
Clarksboro|NJ|08014|39.8013|-75.3463
Clarksboro|NJ|08071|39.7343|-75.1260
Clarksboro|NJ|08066|39.8292|-75.2427
Clarksboro|NJ|08056|39.7915|-75.2463
Clarksboro|NJ|08061|39.8049|-75.2073
Clarksboro|NJ|08062|39.7283|-75.2244
Clarksboro|NJ|08063|39.8673|-75.1786
Clarksboro|NJ|08051|39.7878|-75.1817
Clarksboro|NJ|08090|39.7916|-75.1478
Clarksboro|NJ|08085|39.7478|-75.3539
Clarksboro|NJ|08086|39.8479|-75.1825
Clarksboro|NJ|08344|39.5656|-74.9222
Clarksboro|NJ|08080|39.7647|-75.1376
Clarksboro|NJ|08328|39.5713|-75.0518
Clarksboro|NJ|08322|39.6167|-75.0759
Clarksboro|NJ|08312|39.6604|-75.0915
Clarksboro|NJ|08093|39.8650|-75.1292
Clarksboro|NJ|08094|39.5973|-74.8795
Clarksboro|NJ|08096|39.8389|-75.1521
Clarksboro|NJ|08097|39.8191|-75.1551
Clarkston|WA|99403|46.4136|-117.0486
Clarkston|WA|99179|46.5323|-117.0874
Clarksville-Montgomery County|TN|42211|36.8709|-87.8155
Clarksville-Montgomery County|TN|42215|36.9585|-87.7116
Clarksville-Montgomery County|TN|42217|37.0480|-87.4852
Clarksville-Montgomery County|TN|42223|36.6214|-87.4430
Clarksville-Montgomery County|TN|42232|36.8520|-87.6474
Clarksville-Montgomery County|TN|42236|36.7205|-87.7007
Clarksville-Montgomery County|TN|42240|36.8636|-87.4900
Clarksville-Montgomery County|TN|42241|36.8699|-87.4866
Clarksville-Montgomery County|TN|42254|36.6605|-87.6597
Clarksville-Montgomery County|TN|42262|36.6622|-87.4117
Clarksville-Montgomery County|TN|42266|36.7775|-87.3516
Clarksville-Montgomery County|TN|37028|36.6339|-87.8852
Clarksville-Montgomery County|TN|37040|36.5241|-87.3546
Clarksville-Montgomery County|TN|37041|36.5251|-87.3566
Clarksville-Montgomery County|TN|37042|36.5482|-87.3792
Clarksville-Montgomery County|TN|37043|36.5109|-87.3135
Clarksville-Montgomery County|TN|37044|36.5333|-87.3541
Clarksville-Montgomery County|TN|37023|36.5815|-87.7574
Clarksville-Montgomery County|TN|37052|36.3151|-87.3594
Clarksville-Montgomery County|TN|37058|36.4835|-87.8365
Clarksville-Montgomery County|TN|37079|36.5044|-87.6934
Clarksville-Montgomery County|TN|37191|36.5363|-87.5291
Clarksville-Montgomery County|TN|37142|36.4331|-87.5000
Clarksville-Montgomery County|TN|37178|36.3431|-87.7562
Clarksville-Montgomery County|TN|37050|36.3928|-87.6347
Clarksville-Montgomery County|TN|37171|36.3744|-87.2978
Cleveland-Akron-Lorain|OH|44001|41.3951|-82.2223
Cleveland-Akron-Lorain|OH|44003|41.6056|-80.5750
Cleveland-Akron-Lorain|OH|44004|41.8675|-80.7865
Cleveland-Akron-Lorain|OH|44010|41.7644|-80.8901
Cleveland-Akron-Lorain|OH|44011|41.4572|-82.0314
Cleveland-Akron-Lorain|OH|44012|41.5010|-82.0433
Cleveland-Akron-Lorain|OH|44017|41.3720|-81.8518
Cleveland-Akron-Lorain|OH|44021|41.4707|-81.1476
Cleveland-Akron-Lorain|OH|44022|41.4313|-81.3697
Cleveland-Akron-Lorain|OH|44023|41.4173|-81.3853
Cleveland-Akron-Lorain|OH|44024|41.5805|-81.2095
Cleveland-Akron-Lorain|OH|44026|41.5229|-81.3408
Cleveland-Akron-Lorain|OH|44028|41.3475|-81.9091
Cleveland-Akron-Lorain|OH|44030|41.9477|-80.5585
Cleveland-Akron-Lorain|OH|44032|41.6859|-80.6701
Cleveland-Akron-Lorain|OH|44035|41.3656|-82.1081
Cleveland-Akron-Lorain|OH|44039|41.3992|-82.0102
Cleveland-Akron-Lorain|OH|44040|41.5209|-81.4042
Cleveland-Akron-Lorain|OH|44041|41.8026|-80.9470
Cleveland-Akron-Lorain|OH|44044|41.2768|-82.0584
Cleveland-Akron-Lorain|OH|44046|41.5397|-81.0573
Cleveland-Akron-Lorain|OH|44047|41.7421|-80.7742
Cleveland-Akron-Lorain|OH|44048|41.8909|-80.6745
Cleveland-Akron-Lorain|OH|44050|41.2413|-82.1181
Cleveland-Akron-Lorain|OH|44052|41.4611|-82.1789
Cleveland-Akron-Lorain|OH|44053|41.4263|-82.1909
Cleveland-Akron-Lorain|OH|44054|41.4892|-82.0911
Cleveland-Akron-Lorain|OH|44055|41.4409|-82.1613
Cleveland-Akron-Lorain|OH|44056|41.3279|-81.5214
Cleveland-Akron-Lorain|OH|44057|41.7054|-81.0844
Cleveland-Akron-Lorain|OH|44060|41.6408|-81.2878
Cleveland-Akron-Lorain|OH|44064|41.6168|-81.0536
Cleveland-Akron-Lorain|OH|44065|41.4681|-81.2305
Cleveland-Akron-Lorain|OH|44067|41.3134|-81.5692
Cleveland-Akron-Lorain|OH|44070|41.4226|-81.8972
Cleveland-Akron-Lorain|OH|44072|41.4647|-81.3434
Cleveland-Akron-Lorain|OH|44074|41.2945|-82.2163
Cleveland-Akron-Lorain|OH|44076|41.4892|-80.8715
Cleveland-Akron-Lorain|OH|44077|41.7241|-81.2459
Cleveland-Akron-Lorain|OH|44081|41.7810|-81.1268
Cleveland-Akron-Lorain|OH|44082|41.7515|-80.5718
Cleveland-Akron-Lorain|OH|44084|41.6602|-80.8600
Cleveland-Akron-Lorain|OH|44085|41.5824|-80.7857
Cleveland-Akron-Lorain|OH|44086|41.6932|-81.0518
Cleveland-Akron-Lorain|OH|44087|41.3410|-81.4402
Cleveland-Akron-Lorain|OH|44089|41.4192|-82.3637
Cleveland-Akron-Lorain|OH|44090|41.1710|-82.2189
Cleveland-Akron-Lorain|OH|44092|41.5836|-81.4814
Cleveland-Akron-Lorain|OH|44093|41.5345|-80.5238
Cleveland-Akron-Lorain|OH|44094|41.6185|-81.4401
Cleveland-Akron-Lorain|OH|44095|41.6426|-81.4476
Cleveland-Akron-Lorain|OH|44099|41.5355|-80.9649
Cleveland-Akron-Lorain|OH|44102|41.4801|-81.7351
Cleveland-Akron-Lorain|OH|44103|41.5171|-81.6466
Cleveland-Akron-Lorain|OH|44104|41.4838|-81.6127
Cleveland-Akron-Lorain|OH|44105|41.4525|-81.6430
Cleveland-Akron-Lorain|OH|44106|41.5040|-81.5977
Cleveland-Akron-Lorain|OH|44107|41.4864|-81.7749
Cleveland-Akron-Lorain|OH|44108|41.5357|-81.6174
Cleveland-Akron-Lorain|OH|44109|41.4364|-81.7067
Cleveland-Akron-Lorain|OH|44110|41.5748|-81.5695
Cleveland-Akron-Lorain|OH|44111|41.4591|-81.7980
Cleveland-Akron-Lorain|OH|44112|41.5388|-81.5807
Cleveland-Akron-Lorain|OH|44113|41.4816|-81.6971
Cleveland-Akron-Lorain|OH|44114|41.5049|-81.6879
Cleveland-Akron-Lorain|OH|44115|41.4979|-81.6789
Cleveland-Akron-Lorain|OH|44116|41.4667|-81.8426
Cleveland-Akron-Lorain|OH|44117|41.5626|-81.5428
Cleveland-Akron-Lorain|OH|44118|41.5165|-81.5748
Cleveland-Akron-Lorain|OH|44119|41.5885|-81.5462
Cleveland-Akron-Lorain|OH|44120|41.4843|-81.5923
Cleveland-Akron-Lorain|OH|44121|41.5254|-81.5396
Cleveland-Akron-Lorain|OH|44122|41.4636|-81.5386
Cleveland-Akron-Lorain|OH|44123|41.6165|-81.5175
Cleveland-Akron-Lorain|OH|44124|41.5172|-81.4507
Cleveland-Akron-Lorain|OH|44125|41.4071|-81.5961
Cleveland-Akron-Lorain|OH|44126|41.4502|-81.8419
Cleveland-Akron-Lorain|OH|44127|41.4737|-81.6508
Cleveland-Akron-Lorain|OH|44128|41.4312|-81.5130
Cleveland-Akron-Lorain|OH|44129|41.4041|-81.7301
Cleveland-Akron-Lorain|OH|44130|41.4005|-81.7686
Cleveland-Akron-Lorain|OH|44131|41.3990|-81.6612
Cleveland-Akron-Lorain|OH|44132|41.5929|-81.4964
Cleveland-Akron-Lorain|OH|44133|41.3263|-81.7608
Cleveland-Akron-Lorain|OH|44134|41.3951|-81.7118
Cleveland-Akron-Lorain|OH|44135|41.4379|-81.8193
Cleveland-Akron-Lorain|OH|44136|41.3075|-81.8323
Cleveland-Akron-Lorain|OH|44137|41.3993|-81.5718
Cleveland-Akron-Lorain|OH|44138|41.3871|-81.9374
Cleveland-Akron-Lorain|OH|44139|41.3626|-81.4446
Cleveland-Akron-Lorain|OH|44140|41.4823|-81.9156
Cleveland-Akron-Lorain|OH|44141|41.2695|-81.6097
Cleveland-Akron-Lorain|OH|44142|41.4028|-81.8094
Cleveland-Akron-Lorain|OH|44143|41.5818|-81.4954
Cleveland-Akron-Lorain|OH|44144|41.4302|-81.7281
Cleveland-Akron-Lorain|OH|44145|41.4634|-81.9524
Cleveland-Akron-Lorain|OH|44146|41.3919|-81.5593
Cleveland-Akron-Lorain|OH|44147|41.3285|-81.6919
Cleveland-Akron-Lorain|OH|44149|41.2946|-81.8439
Cleveland-Akron-Lorain|OH|44201|41.0538|-81.2478
Cleveland-Akron-Lorain|OH|44202|41.3534|-81.3858
Cleveland-Akron-Lorain|OH|44203|41.0173|-81.6095
Cleveland-Akron-Lorain|OH|44212|41.2338|-81.8246
Cleveland-Akron-Lorain|OH|44215|41.0718|-81.9028
Cleveland-Akron-Lorain|OH|44221|41.1374|-81.4817
Cleveland-Akron-Lorain|OH|44223|41.1396|-81.5049
Cleveland-Akron-Lorain|OH|44224|41.1960|-81.4298
Cleveland-Akron-Lorain|OH|44231|41.2805|-81.0988
Cleveland-Akron-Lorain|OH|44233|41.2386|-81.7431
Cleveland-Akron-Lorain|OH|44234|41.3840|-81.1854
Cleveland-Akron-Lorain|OH|44235|41.0212|-82.1262
Cleveland-Akron-Lorain|OH|44236|41.2411|-81.4440
Cleveland-Akron-Lorain|OH|44240|41.1522|-81.3336
Cleveland-Akron-Lorain|OH|44241|41.2470|-81.3502
Cleveland-Akron-Lorain|OH|44243|41.1474|-81.3411
Cleveland-Akron-Lorain|OH|44253|41.1734|-82.0227
Cleveland-Akron-Lorain|OH|44254|41.0358|-82.0025
Cleveland-Akron-Lorain|OH|44255|41.2841|-81.2242
Cleveland-Akron-Lorain|OH|44256|41.1370|-81.8679
Cleveland-Akron-Lorain|OH|44260|40.9875|-81.3699
Cleveland-Akron-Lorain|OH|44262|41.1449|-81.4364
Cleveland-Akron-Lorain|OH|44264|41.2411|-81.5547
Cleveland-Akron-Lorain|OH|44266|41.1571|-81.2422
Cleveland-Akron-Lorain|OH|44272|41.1011|-81.2431
Cleveland-Akron-Lorain|OH|44273|41.0218|-81.8645
Cleveland-Akron-Lorain|OH|44275|41.0800|-82.1810
Cleveland-Akron-Lorain|OH|44278|41.1024|-81.4595
Cleveland-Akron-Lorain|OH|44280|41.2479|-81.8781
Cleveland-Akron-Lorain|OH|44281|41.0251|-81.7288
Cleveland-Akron-Lorain|OH|44286|41.2258|-81.6182
Cleveland-Akron-Lorain|OH|44288|41.2377|-81.0428
Cleveland-Akron-Lorain|OH|44301|41.0458|-81.5127
Cleveland-Akron-Lorain|OH|44302|41.0888|-81.5382
Cleveland-Akron-Lorain|OH|44303|41.1002|-81.5404
Cleveland-Akron-Lorain|OH|44304|41.0792|-81.5030
Cleveland-Akron-Lorain|OH|44305|41.0727|-81.4648
Cleveland-Akron-Lorain|OH|44306|41.0534|-81.4967
Cleveland-Akron-Lorain|OH|44307|41.0693|-81.5437
Cleveland-Akron-Lorain|OH|44308|41.0819|-81.5178
Cleveland-Akron-Lorain|OH|44310|41.1056|-81.5153
Cleveland-Akron-Lorain|OH|44311|41.0688|-81.5203
Cleveland-Akron-Lorain|OH|44312|41.0540|-81.4424
Cleveland-Akron-Lorain|OH|44313|41.1395|-81.5400
Cleveland-Akron-Lorain|OH|44314|41.0465|-81.5572
Cleveland-Akron-Lorain|OH|44319|41.0066|-81.5277
Cleveland-Akron-Lorain|OH|44320|41.0846|-81.5498
Cleveland-Akron-Lorain|OH|44321|41.1259|-81.6873
